0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.796883980082065798e-08,9.646400059881024905e-04,-1.077630417143786738e-03,1.129843849361966750e-04,-1.796883980082069769e-08,6.026219487150909869e-09
-6.828149449075073397e-07,4.501645185407394598e-03,-5.028915178187608886e-03,5.270409975112670502e-04,-6.828149449075064927e-07,2.289952689463188004e-07
-4.376642892907372083e-06,1.061089332223900429e-02,-1.185345723132337839e-02,1.241096149406866129e-03,-4.376642892906874875e-06,1.467759677501689252e-06
-1.545245723736224768e-05,1.929178899049387164e-02,-2.154932882425267954e-02,2.252358038834163627e-03,-1.545245723733854092e-05,5.181794924328772340e-06
-4.023198043734379419e-05,3.054260012767095328e-02,-3.411093148684271603e-02,3.554842299374526369e-03,-4.023198043687429399e-05,1.348905979067016081e-05
-8.699944746234350283e-05,4.435949365948909512e-02,-4.952588606377748143e-02,5.137232435917312920e-03,-8.699944745713651347e-05,2.915996829793409946e-05
-1.659880218112371397e-04,6.073528501187665241e-02,-6.777099751487498935e-02,6.980108252537631924e-03,-1.659880217726593561e-04,5.560424991867634177e-05
-2.893546642476469257e-04,7.965793302640718221e-02,-8.880738967476461965e-02,9.052609994718545036e-03,-2.893546640335270797e-04,9.684665063044150537e-05
-4.711389081371474192e-04,1.011088369256175762e-01,-1.125749815454801933e-01,1.130865766859365934e-02,-4.711389071801841237e-04,1.574869378217223282e-04
-7.272013689167403832e-04,1.250610248449577078e-01,-1.389865774160274348e-01,1.368291275961674644e-02,-7.272013653039190780e-04,2.426397606709143379e-04
-1.075139297243755997e-03,1.514773604270596707e-01,-1.679219582287340140e-01,1.608674676923143101e-02,-1.075139285332047398e-03,3.578508649277558793e-04
-1.534179363309061753e-03,1.803089276807628427e-01,-1.992224704011971159e-01,1.840455402298888515e-02,-1.534179328174750060e-03,5.089882029823271673e-04
-2.125052178289460556e-03,2.114937737982629795e-01,-2.326866795768341711e-01,2.049079476855384524e-02,-2.125052083902027357e-03,7.021096802898941017e-04
-2.869858430821465613e-03,2.449561824286173306e-01,-2.680676544200645828e-01,2.216815530191383957e-02,-2.869858196672649391e-03,9.433133863713445179e-04
-3.791942016425771736e-03,2.806066062330032640e-01,-3.050723402659015759e-01,2.322714585134760812e-02,-3.791941474244048607e-03,1.238580519638197248e-03
-4.915789800528484049e-03,3.183423057137180767e-01,-3.433632668955302614e-01,2.342731960907931676e-02,-4.915788618516632805e-03,1.593624832693386114e-03
-6.266979244614360664e-03,3.580486319120308458e-01,-3.825625357241622670e-01,2.250010490588958204e-02,-6.266976801253627306e-03,2.013764210463925286e-03
-7.872193093187240462e-03,3.996007763054669759e-01,-4.222577102159432716e-01,2.015303611880740059e-02,-7.872188275967991963e-03,2.503829167548511907e-03
-9.759314714905013496e-03,4.428657207751530156e-01,-4.620089680907398799e-01,1.607499762197399026e-02,-9.759305611248367263e-03,3.068119511952100732e-03
-1.195760971316131224e-02,4.877040782623951465e-01,-5.013567331016501871e-01,9.942002067540091706e-03,-1.195759315105164589e-02,3.710414873811103322e-03
-1.449799108479781461e-02,5.339715313913113715e-01,-5.398290191094505808e-01,1.423028798549400877e-03,-1.449796196881360071e-02,4.434038522553863416e-03
-1.741335866959845685e-02,5.815196453461539683e-01,-5.769478734981847712e-01,-9.814460939474030365e-03,-1.741330904339195504e-02,5.241968269039954005e-03
-2.073900054683080682e-02,6.301959328704430652e-01,-6.122345469116490246e-01,-2.409957304933935812e-02,-2.073891829460262903e-02,6.136984239706332750e-03
-2.451304522939583980e-02,6.798431592284210900e-01,-6.452132746753760362e-01,-4.175368457652836596e-02,-2.451291230504265214e-02,7.121841211290647587e-03
-2.877695912456124452e-02,7.302979734894173847e-01,-6.754137757560131350e-01,-6.308677101014771582e-02,-2.877674916586788617e-02,8.199452666092668304e-03
-3.357609364536048163e-02,7.813890288140138418e-01,-7.023727261521435228e-01,-8.839425109690124405e-02,-3.357576878893733102e-02,9.373074052306895262e-03
-3.896030062265797012e-02,8.329348069398716525e-01,-7.256345397180777868e-01,-1.179542205140002020e-01,-3.895980727905637431e-02,1.064647313005668942e-02
-4.498465381886459363e-02,8.847413953145203402e-01,-7.447518039320998318e-01,-1.520249647941418203e-01,-4.498391709013226797e-02,1.202407513357577756e-02
-5.171033947710717421e-02,9.366004862256236407e-01,-7.592856937358334335e-01,-1.908426867712785524e-01,-5.170925579138602873e-02,1.351106942744502958e-02
-5.920581151632636763e-02,9.882878824204915924e-01,-7.688066482107824839e-01,-2.346194361608814893e-01,-5.920423890118083066e-02,1.511346226783152717e-02
-6.754834902268704033e-02,1.039562808267617378e+00,-7.728955665231667105e-01,-2.835412700562576771e-01,-6.754609421779658729e-02,1.683805723252992589e-02
-7.682620688047542279e-02,1.090168343792723427e+00,-7.711457848686275041e-01,-3.377666840507502211e-01,-7.682300816564015256e-02,1.869234088269410704e-02
-8.714161601732980933e-02,1.139833326022158699e+00,-7.631661612824519603e-01,-3.974253134544387667e-01,-8.713712014864530286e-02,2.068424607663871609e-02
-9.861496744478116805e-02,1.188276106171159086e+00,-7.485857529705693958e-01,-4.626167879238094471e-01,-9.860869836678234912e-02,2.282175841079264744e-02
-1.113905987380961887e-01,1.235210625480855917e+00,-7.270608638483297970e-01,-5.334094007811543969e-01,-1.113819146482032674e-01,2.511232109842460522e-02
-1.256446730675158385e-01,1.280355394275199510e+00,-6.982857184567867748e-01,-6.098378924086896857e-01,-1.256327067748995996e-01,2.756197786712673639e-02
-1.415956392117778129e-01,1.323446140294034290e+00,-6.620087210212600715e-01,-6.918991175636334257e-01,-1.415792143334857756e-01,3.017416921404803345e-02
-1.595175177602642658e-01,1.364253108448487239e+00,-6.180571455457949392e-01,-7.795436833367984653e-01,-1.594950299413862849e-01,3.294806298083147178e-02
-1.797553285728499817e-01,1.402604094091375764e+00,-5.663738699481759564e-01,-8.726609655282125955e-01,-1.797245767554350449e-01,3.587626184334317264e-02
-2.027392457770767764e-01,1.438413788494929735e+00,-5.070693906391671169e-01,-9.710547892545978721e-01,-2.026971950808359457e-01,3.894172022632590158e-02
-2.289870023945093924e-01,1.471717665348921678e+00,-4.404881733997614845e-01,-1.074408956112766766e+00,-2.289294631497115207e-01,4.211382644091983540e-02
-2.590679170547837695e-01,1.502701932354397085e+00,-3.672749604911509369e-01,-1.182248750807107118e+00,-2.589891507827268291e-01,4.534413875421735435e-02
-2.934724088660494723e-01,1.531707067956138868e+00,-2.883972596264175459e-01,-1.293920446597464746e+00,-2.933647601987775522e-01,4.856376354668642814e-02
-3.323044827440321813e-01,1.559165623714597881e+00,-2.050427998802446528e-01,-1.408632133604277525e+00,-3.321583382512527383e-01,5.168731063334799924e-02
-3.747851939994479298e-01,1.585449932325470046e+00,-1.183343476311176368e-01,-1.525590505400713726e+00,-3.745898251223274689e-01,5.463067816773048424e-02
-4.188813411133103237e-01,1.610717394936743041e+00,-2.902308968642315287e-02,-1.644158600304804319e+00,-4.186270273456286772e-01,5.734239405932744366e-02
-4.617146719082199091e-01,1.634979446104729561e+00,6.239510468621175393e-02,-1.763810330073368737e+00,-4.613953111296762999e-01,5.982474813960326349e-02
-5.008029231959074679e-01,1.658437733750126375e+00,1.550412014007641337e-01,-1.883823480693491703e+00,-5.004172002740542302e-01,6.211543419481058842e-02
-5.349981289646191795e-01,1.681713165360459117e+00,2.472238306030889177e-01,-2.003076996890983619e+00,-5.345484762140665369e-01,6.424695348409845130e-02
-5.643715035329304186e-01,1.705707755233863754e+00,3.367384218743328383e-01,-2.120218168163394701e+00,-5.638621565108646871e-01,6.622770694295077032e-02
-5.895828452407818610e-01,1.731304607498206138e+00,4.214810045346908396e-01,-2.233985625909175710e+00,-5.890183807170128460e-01,6.805033182565377314e-02
-6.113963311692668379e-01,1.759166868581412135e+00,4.998452799590840101e-01,-2.343410246568342625e+00,-6.107809895407653178e-01,6.970557591913097151e-02
-6.304740438519169654e-01,1.789685170975574779e+00,5.708059423615278183e-01,-2.447845566101302328e+00,-6.298115596640877500e-01,7.118969400899163857e-02
-6.473325593340930606e-01,1.823011018413592366e+00,6.338262680618627076e-01,-2.546905741889698760e+00,-6.466262122230400644e-01,7.250580704965656209e-02
-6.623598518540526614e-01,1.859116187479938898e+00,6.887207063033010668e-01,-2.640384108603931690e+00,-6.616125803840402497e-01,7.366257260807246299e-02
-6.758448905191507539e-01,1.897848616786865783e+00,7.355351838445238766e-01,-2.728186509356954392e+00,-6.750594042571451681e-01,7.467229195418949306e-02
-6.880042968227911837e-01,1.938976113443430460e+00,7.744610638562137162e-01,-2.810286860103742512e+00,-6.871831660727023561e-01,7.554926062374102413e-02
-6.990029051676149852e-01,1.982218153526916993e+00,8.057790319785232969e-01,-2.886701371326129362e+00,-6.981486250113374536e-01,7.630852482576408469e-02
-7.089687936056003892e-01,2.027268478851596889e+00,8.298244248244343035e-01,-2.957475466353178817e+00,-7.080838247515509609e-01,7.696499504540656178e-02
-7.180040517120873655e-01,2.073811113082224988e+00,8.469663954291697383e-01,-3.022678271511802794e+00,-7.170908423086160832e-01,7.753283369918458068e-02
-7.261924170214296703e-01,2.121531720997686943e+00,8.575954753452462720e-01,-3.082401066916287569e+00,-7.252534098154697073e-01,7.802504915279061259e-02
-7.336046382297138901e-01,2.170125581958927352e+00,8.621160347498387777e-01,-3.136757411479872637e+00,-7.326422671784775797e-01,7.845324846631974991e-02
-7.403021915281926546e-01,2.219302995169320170e+00,8.609415355241257783e-01,-3.185883617614089669e+00,-7.393188714934409989e-01,7.882751482306303570e-02
-7.463398089583930251e-01,2.268792661278212108e+00,8.544913760709109685e-01,-3.229938893329236560e+00,-7.453379215258720825e-01,7.915638295725596629e-02
-7.517671601918975988e-01,2.318343435704247835e+00,8.431886758650328773e-01,-3.269104875016086709e+00,-7.507490380191323975e-01,7.944688967585095130e-02
-7.566299445034347926e-01,2.367724772871016459e+00,8.274586615742585138e-01,-3.303584514575618858e+00,-7.555978559595917243e-01,7.970467901748261308e-02
-7.609705858457260774e-01,2.416726141824613094e+00,8.077274810556123175e-01,-3.333600412141158209e+00,-7.599267211159160818e-01,7.993414397323464482e-02
-7.648286738257572548e-01,2.465155671016113992e+00,7.844213440959812988e-01,-3.359392737335671786e+00,-7.637751331454899484e-01,8.013858944519261507e-02
-7.682412533462442683e-01,2.512838262166704251e+00,7.579659067248591953e-01,-3.381216884139717216e+00,-7.671800376301977087e-01,8.032040417084083950e-02
-7.712430337851432505e-01,2.559613395234253908e+00,7.287858035680727653e-01,-3.399340976327830610e+00,-7.701760376226498561e-01,8.048123240696418434e-02
-7.738665636221566668e-01,2.605332827019901654e+00,6.973042065390814281e-01,-3.414043296777223180e+00,-7.727955704223357092e-01,8.062213893538230924e-02
-7.761423973563882361e-01,2.649858364507930997e+00,6.639422604794841254e-01,-3.425609666447065216e+00,-7.750690763238144987e-01,8.074376319403989144e-02
-7.780992673921743874e-01,2.693059870096565334e+00,6.291182274936443219e-01,-3.434330757128130962e+00,-7.770251719814214031e-01,8.084645993712105683e-02
-7.797642633523723665e-01,2.734813628230166938e+00,5.932461710348342354e-01,-3.440499294282064024e+00,-7.786908308686945057e-01,8.093042478956248564e-02
-7.811630142064170945e-01,2.775001169798735123e+00,5.567340364024442323e-01,-3.444407098848610183e+00,-7.800915662737250011e-01,8.099580348621504555e-02
-7.823198640919056812e-01,2.813508610414068301e+00,5.199810414978780493e-01,-3.446341933692208759e+00,-7.812516077834583683e-01,8.104278365137805584e-02
-7.832580304183599518e-01,2.850226511017547981e+00,4.833743804214030715e-01,-3.446584161357986176e+00,-7.821940599274047612e-01,8.107166790540194790e-02
-7.839997326000681666e-01,2.885050216464060568e+00,4.472853548270525614e-01,-3.445403279629270177e+00,-7.829410314056596265e-01,8.108292711623830973e-02
-7.845662814441091149e-01,2.917880575191708736e+00,4.120651668985184091e-01,-3.443054468729472184e+00,-7.835137249918115998e-01,8.107723294075809550e-02
-7.849781225732612722e-01,2.948624898970545694e+00,3.780407092026681348e-01,-3.439775342977471784e+00,-7.839324815339405728e-01,8.105546952610932776e-02
