0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.209467151784287707e-04,-9.994459984901150618e-01,-6.392900049830285703e-04,1.092945440095570886e-04,6.534820533787389989e-05,-2.400734230311601337e-05
5.637729197187867341e-04,-9.974133589937070887e-01,-2.986266647237862271e-03,5.115871893842418834e-04,3.046237422248903952e-04,-1.120105918043639166e-04
1.326024944183902370e-03,-9.938962732244104314e-01,-7.053914735223329804e-03,1.213788273760239454e-03,7.165562997215158643e-04,-2.639133619763634397e-04
2.403286754168933170e-03,-9.888837696663838051e-01,-1.286669772536767030e-02,2.228898228901042642e-03,1.298859732272279570e-03,-4.795293004582744400e-04
3.789175244020902104e-03,-9.823598018040333724e-01,-2.046025402164988391e-02,3.575782609780552013e-03,2.048226832648349788e-03,-7.585634267246947181e-04
5.475333037752284568e-03,-9.743033844991597636e-01,-2.988092860097090950e-02,5.278826091216670853e-03,2.960321526060374214e-03,-1.100584862433710322e-03
7.451419243769000569e-03,-9.646887912435683221e-01,-4.118510005718546002e-02,7.367438395303328724e-03,4.029768742115475387e-03,-1.504991254842699688e-03
9.705098933502780828e-03,-9.534858291368826233e-01,-5.443825012736071972e-02,9.875376342074604699e-03,5.250142404774070341e-03,-1.970965387658884464e-03
1.222203263622839535e-02,-9.406602122303241442e-01,-6.971371059421564709e-02,1.283983806099311259e-02,6.613952275812964680e-03,-2.497424763160952660e-03
1.498586792783864786e-02,-9.261740568456081624e-01,-8.709101253152728983e-02,1.630027877707828157e-02,8.112630831649860971e-03,-3.082965353361962965e-03
1.797823629744839391e-02,-9.099865238273002754e-01,-1.066537574302410252e-01,2.029689397229582706e-02,9.736521980570020732e-03,-3.725801282849328534e-03
2.117875993024537218e-02,-8.920546312676524980e-01,-1.284869320860566044e-01,2.486871725349330819e-02,1.147487425581945365e-02,-4.423702937494912273e-03
2.456507481074560878e-02,-8.723342555725941416e-01,-1.526736034960471666e-01,3.005128968676752665e-02,1.331584213287235509e-02,-5.173936883046241671e-03
2.811287847650880550e-02,-8.507813271570864311e-01,-1.792909612136950326e-01,3.587387778184103482e-02,1.524650023701808188e-02,-5.973211974161981089e-03
3.179601251953000085e-02,-8.273532081077754619e-01,-2.084057269909070642e-01,4.235625149914684640e-02,1.725287625720795318e-02,-6.817637021249360434e-03
3.558659101471156605e-02,-8.020102122287292579e-01,-2.400690271461640990e-01,4.950508287742809432e-02,1.932000907345368668e-02,-7.702696160212706145e-03
3.945518572899238408e-02,-7.747171941604309442e-01,-2.743109191600672236e-01,5.731008828372680802e-02,2.143203853336059228e-02,-8.623248355954175881e-03
4.337107641737278363e-02,-7.454450976270189377e-01,-3.111348702007042943e-01,6.574010617863434991e-02,2.357233201573913708e-02,-9.573556930846686616e-03
4.730256907700228913e-02,-7.141723204718977147e-01,-3.505125822049829920e-01,7.473936517708699989e-02,2.572365000434103863e-02,-1.054735334297752895e-02
5.121737654485287311e-02,-6.808857358403007654e-01,-3.923796186523474394e-01,8.422423672419941665e-02,2.786834824124519508e-02,-1.153793650574017060e-02
5.508304500055170860e-02,-6.455812150295556773e-01,-4.366322833078157828e-01,9.408076452570800219e-02,2.998860799791110143e-02,-1.253830490539312864e-02
5.886739854998450372e-02,-6.082635353070793283e-01,-4.831261104650547700e-01,1.041632061553323801e-01,3.206667955105090007e-02,-1.354131419527253820e-02
